scenario,year,week,hour,battery,dual_value
NT,2025,11,0,ES1 0 bat,-0.01459880000598983
NT,2025,11,1,ES1 0 bat,-0.014549999999999999
NT,2025,11,2,ES1 0 bat,-0.014502437092393574
NT,2025,11,3,ES1 0 bat,-0.014502437092393574
NT,2025,11,4,ES1 0 bat,-0.014502437092393574
NT,2025,11,5,ES1 0 bat,-0.01459880000598983
NT,2025,11,6,ES1 0 bat,-0.01459880000598983
NT,2025,11,7,ES1 0 bat,-0.01459880000598983
NT,2025,11,8,ES1 0 bat,-0.01459880000598983
NT,2025,11,9,ES1 0 bat,-0.01455815924883664
NT,2025,11,10,ES1 0 bat,-0.01455815924883664
NT,2025,11,11,ES1 0 bat,-0.01446074210500418
NT,2025,11,12,ES1 0 bat,-0.01446074210500418
NT,2025,11,13,ES1 0 bat,-0.014422574442275297
NT,2025,11,14,ES1 0 bat,-0.014422636939253736
NT,2025,11,15,ES1 0 bat,-0.01446183356536373
NT,2025,11,16,ES1 0 bat,-0.014502437092393574
NT,2025,11,17,ES1 0 bat,-0.01459880000598983
NT,2025,11,18,ES1 0 bat,-0.014638989764756105
NT,2025,11,19,ES1 0 bat,-0.014638989764756105
NT,2025,11,20,ES1 0 bat,-0.01459880000598983
NT,2025,11,21,ES1 0 bat,-0.01459880000598983
NT,2025,11,22,ES1 0 bat,-0.01459880000598983
NT,2025,11,23,ES1 0 bat,-0.01459880000598983
NT,2025,11,24,ES1 0 bat,-0.01459880000598983
NT,2025,11,25,ES1 0 bat,-0.01459880000598983
NT,2025,11,26,ES1 0 bat,-0.01459880000598983
NT,2025,11,27,ES1 0 bat,-0.01459880000598983
NT,2025,11,28,ES1 0 bat,-0.01459880000598983
NT,2025,11,29,ES1 0 bat,-0.01459880000598983
NT,2025,11,30,ES1 0 bat,-0.014777564224049605
NT,2025,11,31,ES1 0 bat,-52.88310009342679
NT,2025,11,32,ES1 0 bat,-0.014777564224049605
NT,2025,11,33,ES1 0 bat,-0.014716976468626264
NT,2025,11,34,ES1 0 bat,-0.014716976468626264
NT,2025,11,35,ES1 0 bat,-0.014638989764756105
NT,2025,11,36,ES1 0 bat,-0.014758296343394608
NT,2025,11,37,ES1 0 bat,-0.014638989764756105
NT,2025,11,38,ES1 0 bat,-0.01466095652278075
NT,2025,11,39,ES1 0 bat,-0.01466095652278075
NT,2025,11,40,ES1 0 bat,-0.014758296343394608
NT,2025,11,41,ES1 0 bat,-52.88310009342679
NT,2025,11,42,ES1 0 bat,-53.20951724137932
NT,2025,11,43,ES1 0 bat,-53.38883230175849
NT,2025,11,44,ES1 0 bat,-53.20951724137932
NT,2025,11,45,ES1 0 bat,-53.07199830517536
NT,2025,11,46,ES1 0 bat,-52.89183417611657
NT,2025,11,47,ES1 0 bat,-0.014758296343394608
NT,2025,11,48,ES1 0 bat,-0.014638989764756105
NT,2025,11,49,ES1 0 bat,-0.014638989764756105
NT,2025,11,50,ES1 0 bat,-0.01459903322307326
NT,2025,11,51,ES1 0 bat,-0.01459880000598983
NT,2025,11,52,ES1 0 bat,-0.01459880000598983
NT,2025,11,53,ES1 0 bat,-0.01459880000598983
NT,2025,11,54,ES1 0 bat,-0.01459880000598983
NT,2025,11,55,ES1 0 bat,-0.01459880000598983
NT,2025,11,56,ES1 0 bat,-0.01459880000598983
NT,2025,11,57,ES1 0 bat,-0.01459880000598983
NT,2025,11,58,ES1 0 bat,-0.014502437092393574
NT,2025,11,59,ES1 0 bat,-0.014463130416526714
NT,2025,11,60,ES1 0 bat,-0.01446074210500418
NT,2025,11,61,ES1 0 bat,-0.014422574442275297
NT,2025,11,62,ES1 0 bat,-0.01446074210500418
NT,2025,11,63,ES1 0 bat,-0.01446074210500418
NT,2025,11,64,ES1 0 bat,-0.014549999999999999
NT,2025,11,65,ES1 0 bat,-0.01459880000598983
NT,2025,11,66,ES1 0 bat,-0.01459880000598983
NT,2025,11,67,ES1 0 bat,-0.01459880000598983
NT,2025,11,68,ES1 0 bat,-0.01459880000598983
NT,2025,11,69,ES1 0 bat,-0.01459880000598983
NT,2025,11,70,ES1 0 bat,-0.01459880000598983
NT,2025,11,71,ES1 0 bat,-0.01459880000598983
NT,2025,11,72,ES1 0 bat,-0.01459880000598983
NT,2025,11,73,ES1 0 bat,-0.014598003921286072
NT,2025,11,74,ES1 0 bat,-0.014598003921286072
NT,2025,11,75,ES1 0 bat,-0.01459880000598983
NT,2025,11,76,ES1 0 bat,-0.01459880000598983
NT,2025,11,77,ES1 0 bat,-0.01459880000598983
NT,2025,11,78,ES1 0 bat,-0.01459880000598983
NT,2025,11,79,ES1 0 bat,-51.765668062156166
NT,2025,11,80,ES1 0 bat,-0.01459880000598983
NT,2025,11,81,ES1 0 bat,-0.01455815924883664
NT,2025,11,82,ES1 0 bat,-0.014422636939253736
NT,2025,11,83,ES1 0 bat,-0.014422574442275297
NT,2025,11,84,ES1 0 bat,-0.014422574442275297
NT,2025,11,85,ES1 0 bat,-0.014422574442275297
NT,2025,11,86,ES1 0 bat,-0.014422574442275297
NT,2025,11,87,ES1 0 bat,-0.014465578020375076
NT,2025,11,88,ES1 0 bat,-0.01459880000598983
NT,2025,11,89,ES1 0 bat,-0.01459880000598983
NT,2025,11,90,ES1 0 bat,-52.88310009342679
NT,2025,11,91,ES1 0 bat,-52.88310009342679
NT,2025,11,92,ES1 0 bat,-52.88310009342679
NT,2025,11,93,ES1 0 bat,-52.88310009342679
NT,2025,11,94,ES1 0 bat,-52.88310009342679
NT,2025,11,95,ES1 0 bat,-52.68833752363564
NT,2025,11,96,ES1 0 bat,-52.68833752363564
NT,2025,11,97,ES1 0 bat,-52.13214719494533
NT,2025,11,98,ES1 0 bat,-52.13214719494533
NT,2025,11,99,ES1 0 bat,-52.13214719494533
NT,2025,11,100,ES1 0 bat,-52.68833752363564
NT,2025,11,101,ES1 0 bat,-52.88310009342679
NT,2025,11,102,ES1 0 bat,-53.20951724137932
NT,2025,11,103,ES1 0 bat,-53.20951724137932
NT,2025,11,104,ES1 0 bat,-52.92340877474104
NT,2025,11,105,ES1 0 bat,-52.36473697932464
NT,2025,11,106,ES1 0 bat,-0.01459880000598983
NT,2025,11,107,ES1 0 bat,-0.01459880000598983
NT,2025,11,108,ES1 0 bat,-0.01459880000598983
NT,2025,11,109,ES1 0 bat,-0.01459880000598983
NT,2025,11,110,ES1 0 bat,-0.01459880000598983
NT,2025,11,111,ES1 0 bat,-52.88310009342679
NT,2025,11,112,ES1 0 bat,-53.20951724137932
NT,2025,11,113,ES1 0 bat,-53.20951724137932
NT,2025,11,114,ES1 0 bat,-53.7350606060606
NT,2025,11,115,ES1 0 bat,-54.37365485502101
NT,2025,11,116,ES1 0 bat,-54.37365485502101
NT,2025,11,117,ES1 0 bat,-53.7350606060606
NT,2025,11,118,ES1 0 bat,-53.7350606060606
NT,2025,11,119,ES1 0 bat,-53.7350606060606
NT,2025,11,120,ES1 0 bat,-53.477421002102325
