scenario,year,week,hour,branch,value
NT,2025,11,0,88,-6772.811502293883
NT,2025,11,1,88,-6772.811502293883
NT,2025,11,2,88,-6772.811502293883
NT,2025,11,3,88,-6772.811502293883
NT,2025,11,4,88,-6772.811502293883
NT,2025,11,5,88,-6772.811502293883
NT,2025,11,6,88,-6772.811502293883
NT,2025,11,7,88,-6772.811502293883
NT,2025,11,8,88,-6772.811502293883
NT,2025,11,9,88,-6772.811502293883
NT,2025,11,10,88,-6772.811502293883
NT,2025,11,11,88,-6753.49567999539
NT,2025,11,12,88,-6772.811502293883
NT,2025,11,13,88,-6695.530330700908
NT,2025,11,14,88,-6772.811502293883
NT,2025,11,15,88,-6772.811502293883
NT,2025,11,16,88,-6772.811502293883
NT,2025,11,17,88,-6772.811502293883
NT,2025,11,18,88,-6772.811502293883
NT,2025,11,19,88,-6772.811502293883
NT,2025,11,20,88,-6772.811502293883
NT,2025,11,21,88,-6772.811502293883
NT,2025,11,22,88,-6772.811502293883
NT,2025,11,23,88,-6772.811502293883
NT,2025,11,24,88,-6772.811502293883
NT,2025,11,25,88,-6772.811502293883
NT,2025,11,26,88,-6772.811502293883
NT,2025,11,27,88,-6772.811502293883
NT,2025,11,28,88,-6772.811502293883
NT,2025,11,29,88,-6772.811502293883
NT,2025,11,30,88,-6772.811502293883
NT,2025,11,31,88,-6772.811502293883
NT,2025,11,32,88,-6772.811502293883
NT,2025,11,33,88,-6772.811502293883
NT,2025,11,34,88,-6772.811502293883
NT,2025,11,35,88,-6772.811502293883
NT,2025,11,36,88,-6772.811502293883
NT,2025,11,37,88,-6772.811502293883
NT,2025,11,38,88,-6772.811502293883
NT,2025,11,39,88,-6772.811502293883
NT,2025,11,40,88,-6772.811502293883
NT,2025,11,41,88,-6772.811502293883
NT,2025,11,42,88,-6772.811502293883
NT,2025,11,43,88,-6772.811502293883
NT,2025,11,44,88,-6772.811502293883
NT,2025,11,45,88,-6772.811502293883
NT,2025,11,46,88,-6772.811502293883
NT,2025,11,47,88,-6772.811502293883
NT,2025,11,48,88,-6772.811502293883
NT,2025,11,49,88,-6772.811502293883
NT,2025,11,50,88,-6772.811502293883
NT,2025,11,51,88,-6772.811502293883
NT,2025,11,52,88,-6772.811502293883
NT,2025,11,53,88,-6772.811502293883
NT,2025,11,54,88,-6772.811502293883
NT,2025,11,55,88,-6772.811502293883
NT,2025,11,56,88,-6772.811502293883
NT,2025,11,57,88,-6772.811502293883
NT,2025,11,58,88,-6772.811502293883
NT,2025,11,59,88,-6772.811502293883
NT,2025,11,60,88,-6772.811502293883
NT,2025,11,61,88,-6772.811502293883
NT,2025,11,62,88,-6772.811502293883
NT,2025,11,63,88,-6772.811502293883
NT,2025,11,64,88,-6772.811502293883
NT,2025,11,65,88,-6772.811502293883
NT,2025,11,66,88,-6772.811502293883
NT,2025,11,67,88,-6772.811502293883
NT,2025,11,68,88,-6772.811502293883
NT,2025,11,69,88,-6772.811502293883
NT,2025,11,70,88,-6772.811502293883
NT,2025,11,71,88,-6772.811502293883
NT,2025,11,72,88,-6772.811502293883
NT,2025,11,73,88,-6772.811502293883
NT,2025,11,74,88,-6772.811502293883
NT,2025,11,75,88,-6772.811502293883
NT,2025,11,76,88,-6772.811502293883
NT,2025,11,77,88,-6772.811502293883
NT,2025,11,78,88,-6772.811502293883
NT,2025,11,79,88,-6772.811502293883
NT,2025,11,80,88,-6772.811502293883
NT,2025,11,81,88,-6772.811502293883
NT,2025,11,82,88,-6651.500640087292
NT,2025,11,83,88,-6407.342684376185
NT,2025,11,84,88,-6382.466369795843
NT,2025,11,85,88,-6347.505458656302
NT,2025,11,86,88,-6641.857735498109
NT,2025,11,87,88,-6772.811502293883
NT,2025,11,88,88,-6772.811502293883
NT,2025,11,89,88,-6772.811502293883
NT,2025,11,90,88,-6772.811502293883
NT,2025,11,91,88,-6772.811502293883
NT,2025,11,92,88,-6772.811502293883
NT,2025,11,93,88,-6772.811502293883
NT,2025,11,94,88,-6772.811502293883
NT,2025,11,95,88,-6772.811502293883
NT,2025,11,96,88,-6772.811502293883
NT,2025,11,97,88,-6772.811502293883
NT,2025,11,98,88,-6772.811502293883
NT,2025,11,99,88,-6772.811502293883
NT,2025,11,100,88,-6772.811502293883
NT,2025,11,101,88,-6772.811502293883
NT,2025,11,102,88,-6772.811502293883
NT,2025,11,103,88,-6772.811502293883
NT,2025,11,104,88,-6772.811502293883
NT,2025,11,105,88,-6772.811502293883
NT,2025,11,106,88,-6680.574495585056
NT,2025,11,107,88,-6416.679227652755
NT,2025,11,108,88,-6322.012824048178
NT,2025,11,109,88,-6278.927678274997
NT,2025,11,110,88,-6515.384073375645
NT,2025,11,111,88,-6772.811502293883
NT,2025,11,112,88,-6772.811502293883
NT,2025,11,113,88,-6772.811502293883
NT,2025,11,114,88,-5298.685141181743
NT,2025,11,115,88,-5448.193420533712
NT,2025,11,116,88,-5420.363663028413
NT,2025,11,117,88,-6081.357131657638
NT,2025,11,118,88,-6772.811502293883
NT,2025,11,119,88,-6772.811502293883
NT,2025,11,120,88,-6772.811502293883
NT,2025,11,121,88,-6772.811502293883
NT,2025,11,122,88,-6772.811502293883
NT,2025,11,123,88,-6772.811502293883
NT,2025,11,124,88,-6772.811502293883
NT,2025,11,125,88,-6772.811502293883
NT,2025,11,126,88,-6772.811502293883
NT,2025,11,127,88,-6772.811502293883
NT,2025,11,128,88,-6772.811502293883
NT,2025,11,129,88,-6772.811502293883
NT,2025,11,130,88,-6772.811502293883
NT,2025,11,131,88,-6772.811502293883
NT,2025,11,132,88,-6772.811502293883
NT,2025,11,133,88,-6772.811502293883
NT,2025,11,134,88,-6772.811502293883
NT,2025,11,135,88,-6772.811502293883
NT,2025,11,136,88,-6772.811502293883
NT,2025,11,137,88,-6772.811502293883
NT,2025,11,138,88,-6772.811502293883
NT,2025,11,139,88,-6772.811502293883
NT,2025,11,140,88,-6772.811502293883
NT,2025,11,141,88,-6772.811502293883
NT,2025,11,142,88,-6772.811502293883
NT,2025,11,143,88,-6772.811502293883
NT,2025,11,144,88,-6772.811502293883
NT,2025,11,145,88,-6772.811502293883
NT,2025,11,146,88,-6772.811502293883
NT,2025,11,147,88,-6772.811502293883
NT,2025,11,148,88,-6772.811502293883
NT,2025,11,149,88,-6772.811502293883
NT,2025,11,150,88,-6772.811502293883
NT,2025,11,151,88,-6772.811502293883
NT,2025,11,152,88,-6772.811502293883
NT,2025,11,153,88,-6772.811502293883
NT,2025,11,154,88,-6772.811502293883
NT,2025,11,155,88,-6772.811502293883
NT,2025,11,156,88,-6772.811502293883
NT,2025,11,157,88,-6772.811502293883
NT,2025,11,158,88,-6772.811502293883
NT,2025,11,159,88,-6772.811502293883
NT,2025,11,160,88,-6772.811502293883
NT,2025,11,161,88,-6772.811502293883
NT,2025,11,162,88,-6772.811502293883
NT,2025,11,163,88,-6772.811502293883
NT,2025,11,164,88,-6772.811502293883
NT,2025,11,165,88,-6772.811502293883
NT,2025,11,166,88,-6772.811502293883
NT,2025,11,167,88,-6772.811502293883
NT,2025,21,0,88,-6772.811502293883
NT,2025,21,1,88,-6772.811502293883
NT,2025,21,2,88,-6772.811502293883
NT,2025,21,3,88,-6772.811502293883
NT,2025,21,4,88,-6772.811502293883
NT,2025,21,5,88,-6772.811502293883
NT,2025,21,6,88,-6300.8522397642855
NT,2025,21,7,88,-6772.811502293883
NT,2025,21,8,88,-6772.811502293883
NT,2025,21,9,88,-6772.811502293883
NT,2025,21,10,88,-6772.811502293883
NT,2025,21,11,88,-6772.811502293883
NT,2025,21,12,88,-6772.811502293883
NT,2025,21,13,88,-6772.811502293883
NT,2025,21,14,88,-6772.811502293883
NT,2025,21,15,88,-6772.811502293883
NT,2025,21,16,88,-6772.811502293883
NT,2025,21,17,88,-6772.811502293883
NT,2025,21,18,88,-6772.811502293883
NT,2025,21,19,88,-6772.811502293883
NT,2025,21,20,88,-6772.811502293883
